202101010101,札幌,サラ系３歳,未勝利,芝1200m,33.8,M,良,16頭,"{'馬番9': {'コーナー通過順': ['4', '4'], '脚質': '先行', '人気': '7'}}","{'馬番14': {'コーナー通過順': ['9', '10'], '脚質': '中団', '人気': '14'}}"
202101010102,札幌,サラ系３歳,未勝利,ダ1700m,30.2,M,良,14頭,"{'馬番8': {'コーナー通過順': ['4', '4', '3', '3'], '脚質': '先行', '人気': '7'}}",
202101010103,札幌,サラ系３歳,未勝利,ダ1000m,35.0,H,良,12頭,"{'馬番11': {'コーナー通過順': ['2', '1'], '脚質': '先行', '人気': '11'}}",
202101010104,札幌,サラ系３歳,未勝利,芝2000m,36.3,S,良,15頭,"{'馬番3': {'コーナー通過順': ['4', '3', '4', '4'], '脚質': '先行', '人気': '10'}}",
202101010105,札幌,サラ系２歳,新馬,芝1000m,34.4,S,良,13頭,,
202101010106,札幌,サラ系３歳,未勝利,ダ1700m,30.8,H,良,14頭,,
202101010107,札幌,サラ系３歳以上,１勝クラス,ダ1000m,35.2,M,良,12頭,"{'馬番8': {'コーナー通過順': ['5', '4'], '脚質': '中団', '人気': '8'}}",
202101010108,札幌,サラ系３歳以上,１勝クラス,芝2000m,34.8,M,良,10頭,,
202101010109,札幌,サラ系３歳以上,１勝クラス,ダ1700m,29.4,H,良,14頭,"{'馬番9': {'コーナー通過順': ['3', '1', '5', '3'], '脚質': '先行', '人気': '6'}}",
202101010110,札幌,サラ系３歳以上,１勝クラス,芝2600m,41.2,S,良,8頭,"{'馬番5': {'コーナー通過順': ['3', '3', '1', '1'], '脚質': '中団', '人気': '6'}}",
202101010111,札幌,サラ系３歳以上,２勝クラス,芝1200m,33.5,H,良,16頭,"{'馬番1': {'コーナー通過順': ['5', '6'], '脚質': '先行', '人気': '6'}}","{'馬番4': {'コーナー通過順': ['10', '10'], '脚質': '後方', '人気': '10'}}"
202101010112,札幌,サラ系３歳以上,２勝クラス,芝1800m,36.3,S,良,11頭,"{'馬番1': {'コーナー通過順': ['1', '2', '4', '3'], '脚質': '逃げ', '人気': '10'}}","{'馬番4': {'コーナー通過順': ['4', '6', '6', '5'], '脚質': '中団', '人気': '9'}}"
