202105030701,東京,サラ系２歳,未勝利,芝1600m,37.3,S,良,8頭,,
202105030702,東京,サラ系３歳,未勝利,ダ1600m,35.8,M,稍,16頭,,
202105030703,東京,サラ系３歳,未勝利,ダ1300m,30.5,M,稍,16頭,"{'馬番15': {'コーナー通過順': ['4', '4'], '脚質': '先行', '人気': '6'}}",
202105030704,東京,サラ系３歳,未勝利,芝1400m,34.3,M,良,16頭,"{'馬番13': {'コーナー通過順': ['3', '3'], '脚質': '先行', '人気': '11'}}",
202105030705,東京,サラ系２歳,新馬,芝1800m,38.1,S,良,10頭,,
202105030706,東京,サラ系３歳,未勝利,ダ1400m,35.8,M,良,16頭,,
202105030707,東京,サラ系３歳以上,１勝クラス,ダ2100m,30.6,S,良,14頭,"{'馬番8': {'コーナー通過順': ['14', '14', '11', '10'], '脚質': '後方', '人気': '6'}}",
202105030708,東京,障害３歳以上,オープン,障3110m,ペースデータなし,判定不能,良,14頭,"{'馬番1': {'コーナー通過順': ['8', '9', '9', '8'], '脚質': '中団', '人気': '6'}}",
202105030709,東京,サラ系３歳以上,２勝クラス,ダ1400m,35.0,H,良,16頭,"{'馬番9': {'コーナー通過順': ['14', '14'], '脚質': '後方', '人気': '8'}}",
202105030710,東京,サラ系３歳以上,２勝クラス,ダ1600m,35.1,M,良,16頭,"{'馬番13': {'コーナー通過順': ['6', '6'], '脚質': '中団', '人気': '11'}}","{'馬番15': {'コーナー通過順': ['2', '1'], '脚質': '先行', '人気': '9'}}"
202105030711,東京,サラ系３歳以上,３勝クラス,芝1800m,37.0,S,良,8頭,,
202105030712,東京,サラ系３歳以上,１勝クラス,芝1600m,34.2,M,良,14頭,"{'馬番4': {'コーナー通過順': ['2', '2'], '脚質': '先行', '人気': '6'}}",
