"[['2', 'ライブリーキング', '2018102490', '後方'], ['5', 'ダノンターキッシュ', '2018100410', '後方'], ['9', 'アーリーアダプター', '2018104937', '後方'], ['10', 'メイショウユウスイ', '2018103115', '後方'], ['13', 'ヴィトーリア', '2018104477', '後方'], ['15', 'ニシノレガシー', '2018100151', '後方']]",,,,
,"[['5', 'メラーキ', '2017105634', '中団'], ['6', 'プリュムドール', '2018103499', '中団'], ['8', 'グロリアムンディ', '2018105251', '後方'], ['11', 'ロードプレジール', '2018102576', '中団']]",,,
,,"[['3', 'ヴェルトハイム', '2018102608', '後方'], ['4', 'ショウナンアレス', '2018105011', '中団'], ['5', 'スマートルシーダ', '2018100097', '後方'], ['8', 'ジェラルディーナ', '2018105081', '後方'], ['9', 'ジオフロント', '2018104881', '中団']]",,
,,,"[['6', 'ミッキーバディーラ', '2016106007', '後方'], ['10', 'ミニーアイル', '2018104878', '後方'], ['11', 'ブルースピリット', '2018110037', '逃げ']]",
,,,"[['6', 'ミッキーバディーラ', '2016106007', '後方'], ['10', 'ミニーアイル', '2018104878', '後方']]",
,,,,"[['3', 'メロディーレーン', '2016105526', '後方'], ['4', 'ワイプティアーズ', '2015104444', '後方'], ['5', 'アドマイヤアルバ', '2015104713', '後方'], ['6', 'シロニイ', '2014105947', '後方'], ['8', 'カデナ', '2014104449', '後方'], ['11', 'モズベッロ', '2016100915', '後方'], ['12', 'ミスマンマミーア', '2015101465', '後方']]"
