202101010601,芝1200m,良,札幌,サラ系３歳,未勝利,混,馬齢,16頭
202101010605,芝1200m,良,札幌,サラ系２歳,新馬,混,馬齢,10頭
202101010612,芝1200m,良,札幌,サラ系３歳以上,２勝クラス,混,ハンデ,16頭
