202105021101,東京,サラ系３歳,未勝利,ダ1600m,34.8,H,稍,16頭,"{'馬番8': {'コーナー通過順': ['4', '3'], '脚質': '先行', '人気': '7'}}",
202105021102,東京,サラ系３歳,未勝利,ダ1300m,29.8,H,稍,16頭,,
202105021103,東京,サラ系３歳,未勝利,芝1800m,36.0,S,良,15頭,,
202105021104,東京,障害４歳以上,未勝利,障3000m,ペースデータなし,判定不能,良,12頭,"{'馬番12': {'コーナー通過順': ['4', '5', '8', '6'], '脚質': '先行', '人気': '7'}}",
202105021105,東京,サラ系３歳,未勝利,芝2000m,35.7,M,良,15頭,"{'馬番13': {'コーナー通過順': ['9', '9', '8'], '脚質': '中団', '人気': '6'}}","{'馬番14': {'コーナー通過順': ['12', '12', '11'], '脚質': '後方', '人気': '9'}}"
202105021106,東京,サラ系３歳,１勝クラス,芝1400m,34.7,M,良,12頭,,
202105021107,東京,サラ系３歳,１勝クラス,芝2400m,36.7,M,良,11頭,"{'馬番8': {'コーナー通過順': ['8', '8', '8', '8'], '脚質': '後方', '人気': '8'}}",
202105021108,東京,サラ系４歳以上,１勝クラス,ダ1600m,35.3,H,稍,15頭,,
202105021109,東京,サラ系４歳以上,２勝クラス,ダ1400m,34.5,H,稍,16頭,"{'馬番10': {'コーナー通過順': ['4', '6'], '脚質': '先行', '人気': '6'}}",
202105021110,東京,サラ系４歳以上,２勝クラス,芝1600m,35.2,S,良,11頭,"{'馬番5': {'コーナー通過順': ['10', '10'], '脚質': '後方', '人気': '6'}}",
202105021111,東京,サラ系４歳以上,オープン,ダ1400m,33.9,H,稍,16頭,"{'馬番15': {'コーナー通過順': ['10', '10'], '脚質': '後方', '人気': '6'}}",
202105021112,東京,サラ系４歳以上,２勝クラス,ダ1600m,34.8,H,稍,16頭,"{'馬番12': {'コーナー通過順': ['6', '6'], '脚質': '中団', '人気': '6'}}",
