202109030402,芝1600m,良,阪神,サラ系３歳,未勝利,混,馬齢,18頭,
202109030405,芝1800m,良,阪神,サラ系２歳,新馬,混,馬齢,11頭,
202109030407,芝2200m,良,阪神,サラ系３歳以上,１勝クラス,定量,11頭,,
202109030408,芝1800m,良,阪神,サラ系３歳以上,１勝クラス,混,特指,定量,9頭
202109030409,芝1400m,良,阪神,サラ系３歳以上,２勝クラス,混,定量,12頭,
202109030411,芝2200m,良,阪神,サラ系３歳以上,オープン,国際,指,定量,13頭
