"[[1, 'ダノンピーカブー', '2019104769', 'データなし'], [2, 'ブライトスノー', '2019103479', 'データなし'], [3, 'タイセイアンセム', '2019103759', 'データなし'], [4, 'フクノラヴァル', '2019103131', 'データなし'], [5, 'カシノジュピター', '2019102476', 'データなし'], [6, 'オレハリョウタロー', '2019101458', 'データなし'], [7, 'フィデル', '2019105498', 'データなし'], [8, 'シゲルユキミザケ', '2019100405', 'データなし']]",
,"[[2, 'ストゥーティ', '2018105347', '逃げ'], [3, 'キトゥンズマーチ', '2018100096', '先行'], [1, 'シャドウエリス', '2018104730', '中団'], [4, 'タガノディアーナ', '2018101945', '中団'], [5, 'ヘッズオアテールズ', '2018105529', '中団'], [6, 'シャンブル', '2018100389', '中団'], [7, 'ルーターズ', '2017103355', 'データなし'], [8, 'レディアリエス', '2018102794', 'データなし']]"
