202107040204,ダ1400m,重,中京,サラ系３歳,未勝利,馬齢,16頭,,
202107040208,芝2000m,良,中京,サラ系３歳以上,１勝クラス,混,特指,定量,8頭
202107040211,芝2000m,良,中京,サラ系３歳以上,３勝クラス,混,特指,定量,14頭
202107040212,ダ1400m,重,中京,サラ系３歳以上,１勝クラス,定量,15頭,,
