202105030602,ダ1600m,不,東京,サラ系３歳,未勝利,牝,馬齢,14頭,
202105030603,ダ1400m,不,東京,サラ系３歳,未勝利,馬齢,16頭,,
202105030607,ダ1600m,重,東京,サラ系３歳以上,１勝クラス,混,特指,定量,16頭
202105030611,ダ1600m,重,東京,サラ系３歳,オープン,国際,指,別定,16頭
202105030612,ダ1400m,重,東京,サラ系３歳以上,１勝クラス,定量,16頭,,
