202109030301,阪神,サラ系２歳,未勝利,芝1600m,35.6,M,良,10頭,"{'馬番3': {'コーナー通過順': ['6', '6'], '脚質': '中団', '人気': '8'}}",
202109030302,阪神,サラ系３歳,未勝利,ダ1400m,34.7,H,良,16頭,"{'馬番10': {'コーナー通過順': ['13', '10'], '脚質': '後方', '人気': '7'}}",
202109030303,阪神,サラ系３歳,未勝利,ダ1200m,35.5,H,良,16頭,,
202109030304,阪神,サラ系３歳,未勝利,ダ1800m,37.7,M,良,15頭,,
202109030305,阪神,サラ系２歳,新馬,芝1400m,36.9,S,良,17頭,"{'馬番10': {'コーナー通過順': ['1', '1'], '脚質': '逃げ', '人気': '8'}}","{'馬番1': {'コーナー通過順': ['11', '11'], '脚質': '後方', '人気': '6'}}"
202109030306,阪神,サラ系３歳,未勝利,芝2000m,36.3,M,良,16頭,"{'馬番11': {'コーナー通過順': ['10', '10', '10', '9'], '脚質': '後方', '人気': '7'}}","{'馬番4': {'コーナー通過順': ['7', '7', '6', '6'], '脚質': '中団', '人気': '6'}}"
202109030307,阪神,サラ系３歳以上,１勝クラス,ダ1200m,35.7,M,良,10頭,,
202109030308,阪神,サラ系３歳以上,１勝クラス,芝1400m,34.4,M,良,12頭,,
202109030309,阪神,サラ系３歳以上,２勝クラス,芝1800m,35.8,M,良,7頭,,
202109030310,阪神,サラ系３歳以上,３勝クラス,芝1400m,34.6,M,良,10頭,"{'馬番5': {'コーナー通過順': ['9', '5'], '脚質': '後方', '人気': '6'}}","{'馬番10': {'コーナー通過順': ['9', '9'], '脚質': '後方', '人気': '8'}}"
202109030311,阪神,サラ系３歳以上,オープン,ダ1400m,34.5,H,良,16頭,"{'馬番11': {'コーナー通過順': ['11', '12'], '脚質': '後方', '人気': '7'}}",
202109030312,阪神,サラ系３歳以上,１勝クラス,ダ1800m,36.9,M,良,16頭,"{'馬番11': {'コーナー通過順': ['9', '10', '8', '9'], '脚質': '中団', '人気': '7'}}","{'馬番3': {'コーナー通過順': ['1', '1', '2', '1'], '脚質': '逃げ', '人気': '6'}}"
