202105030501,東京,サラ系２歳,未勝利,芝1400m,35.8,S,稍,9頭,,
202105030502,東京,サラ系３歳,未勝利,ダ1600m,36.0,M,重,13頭,,
202105030503,東京,サラ系３歳,未勝利,ダ1400m,35.2,H,重,16頭,"{'馬番9': {'コーナー通過順': ['7', '7'], '脚質': '中団', '人気': '9'}}",
202105030504,東京,サラ系３歳,未勝利,ダ1600m,35.9,M,重,14頭,"{'馬番14': {'コーナー通過順': ['1', '3'], '脚質': '逃げ', '人気': '7'}}",
202105030505,東京,サラ系２歳,新馬,芝1600m,37.0,S,稍,16頭,,
202105030506,東京,サラ系３歳,未勝利,ダ1300m,29.7,M,重,16頭,"{'馬番16': {'コーナー通過順': ['1', '1'], '脚質': '逃げ', '人気': '7'}}",
202105030507,東京,サラ系３歳,未勝利,芝1800m,35.7,S,稍,16頭,"{'馬番15': {'コーナー通過順': ['7', '7', '7'], '脚質': '中団', '人気': '7'}}",
202105030508,東京,サラ系３歳以上,１勝クラス,芝2400m,38.7,S,稍,8頭,"{'馬番7': {'コーナー通過順': ['1', '4', '5', '4'], '脚質': '逃げ', '人気': '8'}}",
202105030509,東京,サラ系３歳以上,２勝クラス,ダ1600m,34.8,M,重,12頭,"{'馬番12': {'コーナー通過順': ['7', '7'], '脚質': '中団', '人気': '8'}}","{'馬番9': {'コーナー通過順': ['5', '4'], '脚質': '中団', '人気': '6'}}"
202105030510,東京,サラ系３歳以上,２勝クラス,芝1400m,35.4,S,稍,13頭,"{'馬番9': {'コーナー通過順': ['6', '7'], '脚質': '中団', '人気': '6'}}",
202105030511,東京,サラ系３歳以上,オープン,ダ2100m,30.1,M,重,16頭,"{'馬番6': {'コーナー通過順': ['7', '7', '9', '11'], '脚質': '中団', '人気': '7'}}",
202105030512,東京,サラ系３歳以上,１勝クラス,芝1400m,35.0,M,稍,16頭,"{'馬番3': {'コーナー通過順': ['1', '1'], '脚質': '逃げ', '人気': '9'}}",
